name,salary,season,team,shoots,height_cm,weight_kg
Kosta Koufos,3000000,2014,Memphis Grizzlies,Right,213.36,120.31
Kosta Koufos,3000000,2015,Memphis Grizzlies,Right,213.36,120.31
Kosta Koufos,7500000,2016,Sacramento Kings,Right,213.36,120.31
Kosta Koufos,8046500,2017,Sacramento Kings,Right,213.36,120.31
Kosta Koufos,8393000,2018,Sacramento Kings,Right,213.36,120.31
Kosta Perovic,1800000,2008,Golden State Warriors,Right,218.44,108.96
Kostas Papanikolaou,4800000,2015,Houston Rockets,Left,203.2,102.15
Kostas Papanikolaou,350000,2016,Denver Nuggets,Left,203.2,102.15
Kris Humphries,1481400,2005,Utah Jazz,Right,205.74,106.69
Kris Humphries,1592400,2006,Utah Jazz,Right,205.74,106.69
Kris Humphries,1703520,2007,Toronto Raptors,Right,205.74,106.69
Kris Humphries,2522913,2008,Toronto Raptors,Right,205.74,106.69
Kris Humphries,3200000,2009,Toronto Raptors,Right,205.74,106.69
Kris Humphries,3200000,2010,New Jersey Nets,Right,205.74,106.69
Kris Humphries,3200000,2011,New Jersey Nets,Right,205.74,106.69
Kris Humphries,8000000,2012,New Jersey Nets,Right,205.74,106.69
Kris Humphries,12000000,2013,Brooklyn Nets,Right,205.74,106.69
Kris Humphries,12000000,2014,Boston Celtics,Right,205.74,106.69
Kris Humphries,4300000,2015,Washington Wizards,Right,205.74,106.69
Kris Humphries,4600000,2016,Phoenix Suns,Right,205.74,106.69
Kris Humphries,388025,2016,Atlanta Hawks,Right,205.74,106.69
Kris Humphries,4000000,2017,Atlanta Hawks,Right,205.74,106.69
Kris Joseph,189442,2013,Boston Celtics,Right,200.66,95.34
Kristaps Porzingis,4131720,2016,New York Knicks,Right,220.98,108.96
Kristaps Porzingis,4317720,2017,New York Knicks,Right,220.98,108.96
Kristaps Porzingis,4503600,2018,New York Knicks,Right,220.98,108.96
Kurt Thomas,1925000,2000,New York Knicks,Right,205.74,104.42
Kurt Thomas,3680000,2001,New York Knicks,Right,205.74,104.42
Kurt Thomas,4413375,2002,New York Knicks,Right,205.74,104.42
Kurt Thomas,4903750,2003,New York Knicks,Right,205.74,104.42
Kurt Thomas,5394125,2004,New York Knicks,Right,205.74,104.42
Kurt Thomas,5884500,2005,New York Knicks,Right,205.74,104.42
Kurt Thomas,6620062,2006,Phoenix Suns,Right,205.74,104.42
Kurt Thomas,7821482,2007,Phoenix Suns,Right,205.74,104.42
Kurt Thomas,8091188,2008,San Antonio Spurs,Right,205.74,104.42
Kurt Thomas,4200000,2009,San Antonio Spurs,Right,205.74,104.42
Kurt Thomas,3800000,2010,Milwaukee Bucks,Right,205.74,104.42
Kurt Thomas,1352181,2011,Chicago Bulls,Right,205.74,104.42
Kwame Brown,3697440,2002,Washington Wizards,Right,210.82,122.58
Kwame Brown,3974760,2003,Washington Wizards,Right,210.82,122.58
Kwame Brown,4252080,2004,Washington Wizards,Right,210.82,122.58
Kwame Brown,5361873,2005,Washington Wizards,Right,210.82,122.58
Kwame Brown,7500000,2006,Los Angeles Lakers,Right,210.82,122.58
Kwame Brown,8287500,2007,Los Angeles Lakers,Right,210.82,122.58
Kwame Brown,9075000,2008,Memphis Grizzlies,Right,210.82,122.58
Kwame Brown,4000000,2009,Detroit Pistons,Right,210.82,122.58
Kwame Brown,4100000,2010,Detroit Pistons,Right,210.82,122.58
Kwame Brown,1229255,2011,Charlotte Bobcats,Right,210.82,122.58
Kwame Brown,6750000,2012,Golden State Warriors,Right,210.82,122.58
Kwame Brown,2819044,2013,Philadelphia 76ers,Right,210.82,122.58
Kwame Brown,2945901,2014,Philadelphia 76ers,Right,210.82,122.58
Kyle Anderson,1093680,2015,San Antonio Spurs,Right,205.74,104.42
Kyle Anderson,1142879,2016,San Antonio Spurs,Right,205.74,104.42
Kyle Anderson,1192080,2017,San Antonio Spurs,Right,205.74,104.42
Kyle Anderson,2151704,2018,San Antonio Spurs,Right,205.74,104.42
Kyle Korver,366931,2004,Philadelphia 76ers,Right,200.66,95.34
Kyle Korver,620046,2005,Philadelphia 76ers,Right,200.66,95.34
Kyle Korver,3630363,2006,Philadelphia 76ers,Right,200.66,95.34
Kyle Korver,4018182,2007,Philadelphia 76ers,Right,200.66,95.34
Kyle Korver,4400000,2008,Utah Jazz,Right,200.66,95.34
Kyle Korver,4956818,2009,Utah Jazz,Right,200.66,95.34
Kyle Korver,5155115,2010,Utah Jazz,Right,200.66,95.34
Kyle Korver,5000000,2011,Chicago Bulls,Right,200.66,95.34
Kyle Korver,5000000,2012,Chicago Bulls,Right,200.66,95.34
Kyle Korver,5000000,2013,Atlanta Hawks,Right,200.66,95.34
Kyle Korver,6760563,2014,Atlanta Hawks,Right,200.66,95.34
Kyle Korver,6253521,2015,Atlanta Hawks,Right,200.66,95.34
Kyle Korver,5746479,2016,Atlanta Hawks,Right,200.66,95.34
Kyle Korver,5239437,2017,Cleveland Cavaliers,Right,200.66,95.34
Kyle Korver,7000000,2018,Cleveland Cavaliers,Right,200.66,95.34
Kyle Lowry,1011720,2007,Memphis Grizzlies,Right,182.88,79.45
Kyle Lowry,1087680,2008,Memphis Grizzlies,Right,182.88,79.45
Kyle Lowry,1163520,2009,Houston Rockets,Right,182.88,79.45
Kyle Lowry,2034997,2010,Houston Rockets,Right,182.88,79.45
Kyle Lowry,5750000,2011,Houston Rockets,Right,182.88,79.45
Kyle Lowry,5750000,2012,Houston Rockets,Right,182.88,79.45
Kyle Lowry,5750000,2013,Toronto Raptors,Right,182.88,79.45
Kyle Lowry,6210000,2014,Toronto Raptors,Right,182.88,79.45
Kyle Lowry,12000000,2015,Toronto Raptors,Right,182.88,79.45
Kyle Lowry,12000000,2016,Toronto Raptors,Right,182.88,79.45
Kyle Lowry,12000000,2017,Toronto Raptors,Right,182.88,79.45
Kyle Lowry,28703704,2018,Toronto Raptors,Right,182.88,79.45
Kyle O'Quinn,788872,2013,Orlando Magic,Right,208.28,108.96
Kyle O'Quinn,788872,2014,Orlando Magic,Right,208.28,108.96
Kyle O'Quinn,915243,2015,Orlando Magic,Right,208.28,108.96
Kyle O'Quinn,3750000,2016,New York Knicks,Right,208.28,108.96
Kyle O'Quinn,3900000,2017,New York Knicks,Right,208.28,108.96
Kyle O'Quinn,4087500,2018,New York Knicks,Right,208.28,108.96
Kyle Singler,1000000,2013,Detroit Pistons,Right,203.2,104.42
Kyle Singler,1045000,2014,Detroit Pistons,Right,203.2,104.42
Kyle Singler,1090000,2015,Oklahoma City Thunder,Right,203.2,104.42
Kyle Singler,5000000,2016,Oklahoma City Thunder,Right,203.2,104.42
Kyle Singler,4837500,2017,Oklahoma City Thunder,Right,203.2,104.42
Kyle Singler,4666500,2018,Oklahoma City Thunder,Right,203.2,104.42
Kyle Weaver,806452,2009,Oklahoma City Thunder,Right,198.12,91.254
Kyle Weaver,870968,2010,Oklahoma City Thunder,Right,198.12,91.254
Kyrie Irving,5144280,2012,Cleveland Cavaliers,Right,190.5,87.622
Kyrie Irving,5530080,2013,Cleveland Cavaliers,Right,190.5,87.622
Kyrie Irving,5607240,2014,Cleveland Cavaliers,Right,190.5,87.622
Kyrie Irving,7070730,2015,Cleveland Cavaliers,Right,190.5,87.622
Kyrie Irving,14746000,2016,Cleveland Cavaliers,Right,190.5,87.622
Kyrie Irving,17638063,2017,Cleveland Cavaliers,Right,190.5,87.622
Kyrie Irving,18868625,2018,Boston Celtics,Right,190.5,87.622
Kyrylo Fesenko,750000,2008,Utah Jazz,Right,215.9,130.752
Kyrylo Fesenko,810000,2009,Utah Jazz,Right,215.9,130.752
Kyrylo Fesenko,870000,2010,Utah Jazz,Right,215.9,130.752
Kyrylo Fesenko,1087500,2011,Utah Jazz,Right,215.9,130.752
Lamar Odom,2445480,2000,Los Angeles Clippers,Left,208.28,99.88
Lamar Odom,2628960,2001,Los Angeles Clippers,Left,208.28,99.88
Lamar Odom,2812320,2002,Los Angeles Clippers,Left,208.28,99.88
Lamar Odom,3557585,2003,Los Angeles Clippers,Left,208.28,99.88
Lamar Odom,9963596,2004,Miami Heat,Left,208.28,99.88
Lamar Odom,10548596,2005,Los Angeles Lakers,Left,208.28,99.88
Lamar Odom,11465333,2006,Los Angeles Lakers,Left,208.28,99.88
Lamar Odom,12348596,2007,Los Angeles Lakers,Left,208.28,99.88
Lamar Odom,13248596,2008,Los Angeles Lakers,Left,208.28,99.88
Lamar Odom,14148596,2009,Los Angeles Lakers,Left,208.28,99.88
Lamar Odom,7500000,2010,Los Angeles Lakers,Left,208.28,99.88
Lamar Odom,8200000,2011,Los Angeles Lakers,Left,208.28,99.88
Lamar Odom,8900000,2012,Dallas Mavericks,Left,208.28,99.88
Lamar Odom,8200000,2013,Los Angeles Clippers,Left,208.28,99.88
Lamar Patterson,525093,2016,Atlanta Hawks,Right,195.58,102.15
Lamar Patterson,128623,2017,Atlanta Hawks,Right,195.58,102.15
Lamar Patterson,100000,2017,Sacramento Kings,Right,195.58,102.15
LaMarcus Aldridge,4027320,2007,Portland Trail Blazers,Right,210.82,108.96
LaMarcus Aldridge,4329360,2008,Portland Trail Blazers,Right,210.82,108.96
LaMarcus Aldridge,4631400,2009,Portland Trail Blazers,Right,210.82,108.96
LaMarcus Aldridge,5844827,2010,Portland Trail Blazers,Right,210.82,108.96
LaMarcus Aldridge,11244000,2011,Portland Trail Blazers,Right,210.82,108.96
LaMarcus Aldridge,12372000,2012,Portland Trail Blazers,Right,210.82,108.96
LaMarcus Aldridge,13500000,2013,Portland Trail Blazers,Right,210.82,108.96
LaMarcus Aldridge,14128000,2014,Portland Trail Blazers,Right,210.82,108.96
LaMarcus Aldridge,16006000,2015,Portland Trail Blazers,Right,210.82,108.96
LaMarcus Aldridge,19500000,2016,San Antonio Spurs,Right,210.82,108.96
LaMarcus Aldridge,20575005,2017,San Antonio Spurs,Right,210.82,108.96
LaMarcus Aldridge,21461010,2018,San Antonio Spurs,Right,210.82,108.96
Lamond Murray,3000000,2000,Cleveland Cavaliers,Right,200.66,107.144
Lamond Murray,3380000,2001,Cleveland Cavaliers,Right,200.66,107.144
Lamond Murray,3750000,2002,Cleveland Cavaliers,Right,200.66,107.144
Lamond Murray,4125000,2003,Toronto Raptors,Right,200.66,107.144
Lamond Murray,4500000,2004,Toronto Raptors,Right,200.66,107.144
Lamond Murray,4875000,2005,Toronto Raptors,Right,200.66,107.144
Lamond Murray,5250000,2006,Toronto Raptors,Right,200.66,107.144
Lamond Murray,1138500,2006,New Jersey Nets,Right,200.66,107.144
Lance Stephenson,750000,2011,Indiana Pacers,Right,195.58,95.34
Lance Stephenson,810000,2012,Indiana Pacers,Right,195.58,95.34
Lance Stephenson,870000,2013,Indiana Pacers,Right,195.58,95.34
Lance Stephenson,1005000,2014,Indiana Pacers,Right,195.58,95.34
Lance Stephenson,9000000,2015,Charlotte Hornets,Right,195.58,95.34
Lance Stephenson,9000000,2016,Memphis Grizzlies,Right,195.58,95.34
Lance Stephenson,4000000,2017,Indiana Pacers,Right,195.58,95.34
Lance Stephenson,1227286,2017,New Orleans Pelicans,Right,195.58,95.34
Lance Stephenson,144386,2017,Minnesota Timberwolves,Right,195.58,95.34
Lance Stephenson,4180000,2018,Indiana Pacers,Right,195.58,95.34
Lance Thomas,328444,2012,New Orleans Hornets,Right,203.2,102.15
Lance Thomas,762195,2013,New Orleans Hornets,Right,203.2,102.15
Lance Thomas,884293,2014,New Orleans Pelicans,Right,203.2,102.15
Lance Thomas,403784,2015,New York Knicks,Right,203.2,102.15
Lance Thomas,1650000,2016,New York Knicks,Right,203.2,102.15
Lance Thomas,6191000,2017,New York Knicks,Right,203.2,102.15
Lance Thomas,6655325,2018,New York Knicks,Right,203.2,102.15
Landry Fields,473604,2011,New York Knicks,Right,200.66,95.34
Landry Fields,762195,2012,New York Knicks,Right,200.66,95.34
Landry Fields,6250000,2013,Toronto Raptors,Right,200.66,95.34
Landry Fields,6250000,2014,Toronto Raptors,Right,200.66,95.34
Landry Fields,6250000,2015,Toronto Raptors,Right,200.66,95.34
Langston Galloway,235762,2015,New York Knicks,Right,187.96,90.8
Langston Galloway,845059,2016,New York Knicks,Right,187.96,90.8
Langston Galloway,5200000,2017,Sacramento Kings,Right,187.96,90.8
Langston Galloway,6666667,2018,Detroit Pistons,Right,187.96,90.8
LaPhonso Ellis,1925000,2000,Atlanta Hawks,Right,203.2,108.96
LaPhonso Ellis,1200000,2001,Minnesota Timberwolves,Right,203.2,108.96
LaPhonso Ellis,3000000,2002,Miami Heat,Right,203.2,108.96
LaPhonso Ellis,3100000,2003,Miami Heat,Right,203.2,108.96
Lari Ketner,92338,2000,Chicago Bulls,Right,205.74,125.758
Lari Ketner,423500,2001,Indiana Pacers,Right,205.74,125.758
Laron Profit,301875,2000,Washington Wizards,Right,195.58,92.616
Laron Profit,508000,2001,Washington Wizards,Right,195.58,92.616
Laron Profit,630850,2002,Orlando Magic,Right,195.58,92.616
Laron Profit,745046,2005,Washington Wizards,Right,195.58,92.616
Laron Profit,745248,2006,Los Angeles Lakers,Right,195.58,92.616
Larry Hughes,1722240,2000,Golden State Warriors,Right,195.58,83.536
Larry Hughes,1842480,2001,Golden State Warriors,Right,195.58,83.536
Larry Hughes,2343635,2002,Golden State Warriors,Right,195.58,83.536
Larry Hughes,4546000,2003,Washington Wizards,Right,195.58,83.536
Larry Hughes,5000600,2004,Washington Wizards,Right,195.58,83.536
Larry Hughes,5455200,2005,Washington Wizards,Right,195.58,83.536
Larry Hughes,10344900,2006,Cleveland Cavaliers,Right,195.58,83.536
Larry Hughes,13363012,2007,Cleveland Cavaliers,Right,195.58,83.536
Larry Hughes,12000084,2008,Chicago Bulls,Right,195.58,83.536
Larry Hughes,12827676,2009,New York Knicks,Right,195.58,83.536
Larry Hughes,13655268,2010,Sacramento Kings,Right,195.58,83.536
Larry Hughes,414443,2012,Orlando Magic,Right,195.58,83.536
Larry Johnson,11910714,2000,New York Knicks,Right,198.12,113.5
Larry Johnson,11910714,2000,New York Knicks,Right,198.12,113.5
Larry Johnson,11000000,2001,New York Knicks,Right,198.12,113.5
Larry Johnson,11000000,2001,New York Knicks,Right,198.12,113.5
Larry Johnson,11335714,2002,New York Knicks,Right,198.12,113.5
Larry Johnson,11335714,2002,New York Knicks,Right,198.12,113.5
Larry Johnson,9610714,2003,New York Knicks,Right,198.12,113.5
Larry Johnson,9610714,2003,New York Knicks,Right,198.12,113.5
Larry Nance Jr.,1155600,2016,Los Angeles Lakers,Right,205.74,104.42
Larry Nance Jr.,1207680,2017,Los Angeles Lakers,Right,205.74,104.42
Larry Nance Jr.,1471382,2018,Cleveland Cavaliers,Right,205.74,104.42
Larry Owens,55718,2011,San Antonio Spurs,Right,200.66,95.34
Larry Owens,86052,2012,New Jersey Nets,Right,200.66,95.34
Larry Robinson,611000,2001,Atlanta Hawks,Right,190.5,81.72
Larry Robinson,715850,2002,New York Knicks,Right,190.5,81.72
Larry Sanders,1731960,2011,Milwaukee Bucks,Right,210.82,106.69
Larry Sanders,1861920,2012,Milwaukee Bucks,Right,210.82,106.69
Larry Sanders,1991760,2013,Milwaukee Bucks,Right,210.82,106.69
Larry Sanders,3053368,2014,Milwaukee Bucks,Right,210.82,106.69
Larry Sanders,11000000,2015,Milwaukee Bucks,Right,210.82,106.69
Larry Sanders,1865547,2016,Milwaukee Bucks,Right,210.82,106.69
Larry Sanders,1865547,2017,Milwaukee Bucks,Right,210.82,106.69
Larry Sanders,207722,2017,Cleveland Cavaliers,Right,210.82,106.69
Larry Sanders,1865547,2018,Milwaukee Bucks,Right,210.82,106.69
Latrell Sprewell,9000000,2000,New York Knicks,Right,195.58,86.26
Latrell Sprewell,10125000,2001,New York Knicks,Right,195.58,86.26
Latrell Sprewell,11250000,2002,New York Knicks,Right,195.58,86.26
Latrell Sprewell,12375000,2003,New York Knicks,Right,195.58,86.26
Latrell Sprewell,13500000,2004,Minnesota Timberwolves,Right,195.58,86.26
Latrell Sprewell,14625000,2005,Minnesota Timberwolves,Right,195.58,86.26
Lavor Postell,316969,2001,New York Knicks,Right,195.58,97.61
Lavor Postell,465850,2002,New York Knicks,Right,195.58,97.61
Lavor Postell,587435,2003,New York Knicks,Right,195.58,97.61
Lavoy Allen,473604,2012,Philadelphia 76ers,Right,205.74,102.15
Lavoy Allen,3000000,2013,Philadelphia 76ers,Right,205.74,102.15
Lavoy Allen,3060000,2014,Philadelphia 76ers,Right,205.74,102.15
Lavoy Allen,948163,2015,Indiana Pacers,Right,205.74,102.15
Lavoy Allen,3700000,2016,Indiana Pacers,Right,205.74,102.15
Lavoy Allen,4000000,2017,Indiana Pacers,Right,205.74,102.15
Lawrence Funderburke,2400000,2000,Sacramento Kings,Left,205.74,104.42
Lawrence Funderburke,2700000,2001,Sacramento Kings,Left,205.74,104.42
Lawrence Funderburke,3025000,2002,Sacramento Kings,Left,205.74,104.42
Lawrence Funderburke,3300000,2003,Sacramento Kings,Left,205.74,104.42
Lawrence Funderburke,3600000,2004,Sacramento Kings,Left,205.74,104.42
Lawrence Roberts,398762,2006,Memphis Grizzlies,Right,205.74,108.96
Lawrence Roberts,664209,2007,Memphis Grizzlies,Right,205.74,108.96
Lazar Hayward,1020960,2011,Minnesota Timberwolves,Right,198.12,102.15
Lazar Hayward,1097520,2012,Oklahoma City Thunder,Right,198.12,102.15
Lazar Hayward,1174080,2013,Houston Rockets,Right,198.12,102.15
Lazar Hayward,80413,2013,Minnesota Timberwolves,Right,198.12,102.15
Lazaro Borrell,301875,2000,Seattle SuperSonics,Right,203.2,99.88
Leandro Barbosa,809280,2004,Phoenix Suns,Right,190.5,79.904
Leandro Barbosa,870000,2005,Phoenix Suns,Right,190.5,79.904
Leandro Barbosa,930600,2006,Phoenix Suns,Right,190.5,79.904
Leandro Barbosa,1679733,2007,Phoenix Suns,Right,190.5,79.904
Leandro Barbosa,5600000,2008,Phoenix Suns,Right,190.5,79.904
Leandro Barbosa,6100000,2009,Phoenix Suns,Right,190.5,79.904
Leandro Barbosa,6600000,2010,Phoenix Suns,Right,190.5,79.904
Leandro Barbosa,7100000,2011,Toronto Raptors,Right,190.5,79.904
Leandro Barbosa,7600000,2012,Toronto Raptors,Right,190.5,79.904
Leandro Barbosa,1229255,2013,Washington Wizards,Right,190.5,79.904
Leandro Barbosa,1448490,2015,Golden State Warriors,Right,190.5,79.904
Leandro Barbosa,2500000,2016,Golden State Warriors,Right,190.5,79.904
Leandro Barbosa,4000000,2017,Phoenix Suns,Right,190.5,79.904
Leandro Barbosa,500000,2018,Phoenix Suns,Right,190.5,79.904
LeBron James,4018920,2004,Cleveland Cavaliers,Right,203.2,108.96
LeBron James,4320360,2005,Cleveland Cavaliers,Right,203.2,108.96
LeBron James,4621800,2006,Cleveland Cavaliers,Right,203.2,108.96
LeBron James,5828090,2007,Cleveland Cavaliers,Right,203.2,108.96
LeBron James,13041250,2008,Cleveland Cavaliers,Right,203.2,108.96
LeBron James,14410581,2009,Cleveland Cavaliers,Right,203.2,108.96
LeBron James,15779912,2010,Cleveland Cavaliers,Right,203.2,108.96
LeBron James,14500000,2011,Miami Heat,Right,203.2,108.96
LeBron James,16022500,2012,Miami Heat,Right,203.2,108.96
LeBron James,17545000,2013,Miami Heat,Right,203.2,108.96
LeBron James,19067500,2014,Miami Heat,Right,203.2,108.96
LeBron James,20644400,2015,Cleveland Cavaliers,Right,203.2,108.96
LeBron James,22971000,2016,Cleveland Cavaliers,Right,203.2,108.96
LeBron James,30963450,2017,Cleveland Cavaliers,Right,203.2,108.96
LeBron James,33285709,2018,Cleveland Cavaliers,Right,203.2,108.96
Lee Nailon,316969,2001,Charlotte Hornets,Left,205.74,108.052
Lee Nailon,465850,2002,Charlotte Hornets,Left,205.74,108.052
Lee Nailon,587435,2003,New York Knicks,Left,205.74,108.052
Lee Nailon,745046,2005,New Orleans Hornets,Left,205.74,108.052
Lee Nailon,835810,2006,Philadelphia 76ers,Left,205.74,108.052
Leon Powe,432000,2007,Boston Celtics,Right,203.2,108.96
Leon Powe,687456,2008,Boston Celtics,Right,203.2,108.96
Leon Powe,797581,2009,Boston Celtics,Right,203.2,108.96
Leon Powe,855189,2010,Cleveland Cavaliers,Right,203.2,108.96
Leon Powe,915852,2011,Cleveland Cavaliers,Right,203.2,108.96
Leon Smith,449920,2000,Dallas Mavericks,Right,208.28,106.69
Leon Smith,483680,2001,Dallas Mavericks,Right,208.28,106.69
Leon Smith,517360,2002,Dallas Mavericks,Right,208.28,106.69
Lester Hudson,199185,2010,Memphis Grizzlies,Right,190.5,86.26
Lester Hudson,193802,2010,Boston Celtics,Right,190.5,86.26
Lester Hudson,192791,2011,Washington Wizards,Right,190.5,86.26
Lester Hudson,55774,2015,Los Angeles Clippers,Right,190.5,86.26
Linas Kleiza,879360,2006,Denver Nuggets,Right,203.2,111.23
Linas Kleiza,945360,2007,Denver Nuggets,Right,203.2,111.23
Linas Kleiza,1011360,2008,Denver Nuggets,Right,203.2,111.23
Linas Kleiza,1824493,2009,Denver Nuggets,Right,203.2,111.23
Linas Kleiza,4995000,2011,Toronto Raptors,Right,203.2,111.23
Linas Kleiza,4605000,2012,Toronto Raptors,Right,203.2,111.23
Linas Kleiza,4600000,2013,Toronto Raptors,Right,203.2,111.23
Lindsey Hunter,2350000,2000,Detroit Pistons,Right,187.96,77.18
Lindsey Hunter,2650000,2001,Milwaukee Bucks,Right,187.96,77.18
Lindsey Hunter,3425760,2002,Los Angeles Lakers,Right,187.96,77.18
Lindsey Hunter,3870912,2003,Toronto Raptors,Right,187.96,77.18
Lindsey Hunter,3000000,2004,Detroit Pistons,Right,187.96,77.18
Lindsey Hunter,1600000,2005,Detroit Pistons,Right,187.96,77.18
Lindsey Hunter,1760000,2006,Detroit Pistons,Right,187.96,77.18
Lindsey Hunter,2250000,2007,Detroit Pistons,Right,187.96,77.18
Lindsey Hunter,2250000,2008,Detroit Pistons,Right,187.96,77.18
Lindsey Hunter,1143473,2009,Chicago Bulls,Right,187.96,77.18
Lindsey Hunter,1306455,2010,Chicago Bulls,Right,187.96,77.18
Linton Johnson,366931,2004,Chicago Bulls,Right,203.2,93.07
Linton Johnson,620046,2005,San Antonio Spurs,Right,203.2,93.07
Linton Johnson,719373,2006,New Jersey Nets,Right,203.2,93.07
Linton Johnson,771331,2007,New Orleans/Oklahoma City Hornets,Right,203.2,93.07
Linton Johnson,283953,2008,Phoenix Suns,Right,203.2,93.07
Linton Johnson,125374,2009,Charlotte Bobcats,Right,203.2,93.07
